Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_GF_last5,Home_GA_last5,Home_Pts_last5,Away_GF_last5,Away_GA_last5,Away_Pts_last5,GF_diff_last5,GA_diff_last5,Pts_diff_last5,Home_rest_days,Away_rest_days,Rest_diff,B365H,B365D,B365A,Home_SeasonPts,Away_SeasonPts,SeasonPts_diff,Home_Elo,Away_Elo,Elo_diff
2023-04-01,Arsenal,Leeds,4,1,H,1,0,H,D England,13,7,6,5,11,13,4,3,0,2,0,0,2022-23,3.0,0.6,3.0,1.4,1.2,1.4,1.6,-0.6,1.6,13.0,14.0,-1.0,1.29,6.0,9.0,69.0,26.0,43.0,1728.99938965,1748.65527344,-19.65588378999996
2023-04-01,Chelsea,Aston Villa,0,2,A,0,1,A,A Madley,27,5,8,2,14,16,13,2,3,3,0,0,2022-23,1.2,1.2,1.4,1.8,1.0,2.0,-0.6000000000000001,0.1999999999999999,-0.6000000000000001,14.0,14.0,0.0,1.67,3.8,5.25,38.0,38.0,0.0,1652.87463379,1728.14892578,-75.27429198999994
2023-04-01,Bournemouth,Fulham,2,1,H,0,1,A,P Bankes,12,10,7,2,15,13,4,3,1,4,0,0,2022-23,1.0,2.0,1.2,1.2,1.4,1.4,-0.1999999999999999,0.6000000000000001,-0.1999999999999999,14.0,20.0,-6.0,2.55,3.3,2.8,24.0,39.0,-15.0,1827.83215332,1791.74316406,36.08898926000006
2023-04-01,Crystal Palace,Leicester,2,1,H,0,0,D,T Robinson,31,3,9,2,12,16,10,1,3,4,0,0,2022-23,0.2,1.4,0.2,0.4,1.8,0.2,-0.2,-0.4000000000000001,0.0,13.0,14.0,-1.0,2.5,3.25,2.9,27.0,25.0,2.0,1941.99780273,1711.10632324,230.89147949000017
2023-04-01,Brighton,Brentford,3,3,D,2,2,D,M Oliver,33,7,15,5,16,10,14,0,2,1,0,0,2022-23,1.6,0.8,1.6,1.4,1.0,1.6,0.2000000000000001,-0.1999999999999999,0.0,17.0,14.0,3.0,1.67,4.0,5.0,42.0,42.0,0.0,1645.27526855,1707.53881836,-62.263549810000086
2023-04-01,Man City,Liverpool,4,1,H,1,1,D,S Hooper,17,4,8,1,9,12,7,1,1,1,0,0,2022-23,2.2,0.6,2.6,2.2,0.2,2.0,0.0,0.3999999999999999,0.6000000000000001,21.0,21.0,0.0,1.62,4.2,5.0,61.0,42.0,19.0,1859.50634766,1771.42907715,88.07727051000006
2023-04-02,West Ham,Southampton,1,0,H,1,0,H,P Tierney,12,9,2,3,10,11,5,3,0,2,0,0,2022-23,1.2,1.6,1.0,0.8,1.2,1.0,0.3999999999999999,0.4000000000000001,0.0,21.0,15.0,6.0,1.73,3.6,5.0,24.0,23.0,1.0,1751.7487793,1659.07275391,92.67602538999995
2023-04-02,Newcastle,Man United,2,0,H,0,0,D,S Attwell,22,6,6,1,8,12,7,4,0,0,0,0,2022-23,1.0,1.4,1.4,1.4,1.8,1.6,-0.3999999999999999,-0.4000000000000001,-0.2000000000000001,16.0,21.0,-5.0,2.4,3.4,2.9,47.0,50.0,-3.0,1843.89941406,1883.70861816,-39.80920409999999
2023-04-03,Everton,Tottenham,1,1,D,0,0,D,D Coote,15,8,6,2,10,14,3,3,0,3,1,1,2022-23,1.0,2.0,1.0,2.0,1.0,2.0,-1.0,1.0,-1.0,16.0,16.0,0.0,3.4,3.3,2.2,26.0,49.0,-23.0,1689.07836914,1848.05273438,-158.97436524
2023-04-04,Bournemouth,Brighton,0,2,A,0,1,A,D Bond,14,16,3,6,11,5,5,5,1,1,0,0,2022-23,1.2,2.2,1.2,2.0,1.2,1.6,-0.8,1.0000000000000002,-0.4000000000000001,3.0,3.0,0.0,6.0,4.2,1.53,27.0,43.0,-16.0,1661.45166016,1825.32202148,-163.87036132000003
2023-04-04,Leeds,Nott'm Forest,2,1,H,2,1,H,R Jones,21,13,6,1,11,13,11,4,1,4,0,0,2022-23,1.6,1.8,1.4,1.0,2.4,0.4,0.6000000000000001,-0.5999999999999999,1.0,3.0,3.0,0.0,1.7,3.75,5.0,26.0,27.0,-1.0,1707.2677002,1645.5411377,61.7265625
2023-04-04,Leicester,Aston Villa,1,2,A,1,1,D,G Scott,9,15,4,5,10,14,4,8,2,0,1,0,2022-23,0.6,1.6,0.2,1.8,0.2,2.6,-1.2000000000000002,1.4,-2.4,3.0,3.0,0.0,2.55,3.3,2.75,25.0,41.0,-16.0,1741.45727539,1788.20214844,-46.744873050000024
2023-04-04,Chelsea,Liverpool,0,0,D,0,0,D,A Taylor,12,7,3,4,6,17,3,5,1,4,0,0,2022-23,1.2,1.4,1.4,2.0,1.0,1.4,-0.8,0.3999999999999999,0.0,3.0,3.0,0.0,2.2,3.4,3.25,38.0,42.0,-4.0,1842.73327637,1926.77844238,-84.04516600999978
2023-04-05,Man United,Brentford,1,0,H,1,0,H,J Brooks,18,6,3,1,8,13,12,3,3,2,0,0,2022-23,1.0,1.8,1.4,1.8,1.4,1.6,-0.8,0.4000000000000001,-0.2000000000000001,3.0,4.0,-1.0,1.65,4.0,5.0,50.0,43.0,7.0,1872.80004883,1794.2532959,78.54675292999991
2023-04-05,West Ham,Newcastle,1,5,A,1,2,A,C Pawson,7,15,2,8,11,12,7,6,2,1,0,0,2022-23,1.2,1.4,1.4,1.2,1.2,1.8,0.0,0.1999999999999999,-0.4000000000000001,3.0,3.0,0.0,3.6,3.25,2.15,27.0,50.0,-23.0,1756.24475098,1854.8079834,-98.56323242000008
2023-04-08,Aston Villa,Nott'm Forest,2,0,H,0,0,D,A Taylor,8,6,3,2,7,17,1,8,3,4,0,0,2022-23,1.8,0.4,2.6,1.2,2.0,0.4,0.6000000000000001,-1.6,2.2,4.0,4.0,0.0,1.6,4.2,5.25,44.0,27.0,17.0,1707.27294922,1843.56323242,-136.29028319999998
2023-04-08,Brentford,Newcastle,1,2,A,1,0,H,C Kavanagh,12,10,6,4,10,15,6,5,0,0,0,0,2022-23,1.2,1.2,1.0,2.2,1.0,2.4,-1.0000000000000002,0.1999999999999999,-1.4,3.0,3.0,0.0,3.6,3.4,2.05,43.0,53.0,-10.0,1845.14440918,1832.90759277,12.236816409999847
2023-04-08,Man United,Everton,2,0,H,1,0,H,M Oliver,29,15,11,1,10,9,10,4,0,0,0,0,2022-23,0.8,1.8,1.4,1.2,1.8,1.2,-0.3999999999999999,0.0,0.1999999999999999,3.0,5.0,-2.0,1.5,4.33,6.5,53.0,27.0,26.0,1654.57678223,2048.65356445,-394.07678222000004
2023-04-08,Fulham,West Ham,0,1,A,0,1,A,J Gillett,16,9,3,5,10,12,11,4,1,1,0,0,2022-23,1.0,1.8,0.8,1.4,2.0,1.4,-0.3999999999999999,-0.1999999999999999,-0.5999999999999999,7.0,3.0,4.0,2.8,3.25,2.63,39.0,27.0,12.0,1733.15759277,1653.86621094,79.29138183000009
2023-04-08,Leicester,Bournemouth,0,1,A,0,1,A,D Coote,14,19,4,7,10,13,6,6,0,3,0,0,2022-23,0.8,1.8,0.2,1.0,1.8,1.2,-0.1999999999999999,0.0,-1.0,4.0,4.0,0.0,1.83,3.75,4.2,25.0,27.0,-2.0,1719.57177734,1742.21166992,-22.63989258000015
2023-04-08,Southampton,Man City,1,4,A,0,1,A,R Jones,4,13,1,8,6,10,0,10,0,2,0,0,2022-23,0.8,1.2,1.0,2.4,0.6,2.6,-1.6,0.6,-1.6,6.0,7.0,-1.0,11.0,6.0,1.25,23.0,64.0,-41.0,1789.49121094,1868.84106445,-79.34985351
2023-04-08,Tottenham,Brighton,2,1,H,1,1,D,S Attwell,9,17,3,4,15,15,3,7,3,1,0,0,2022-23,1.8,1.2,1.6,2.4,1.0,2.2,-0.5999999999999999,0.1999999999999999,-0.6000000000000001,5.0,4.0,1.0,2.55,3.5,2.7,50.0,46.0,4.0,1796.50170898,1640.36157227,156.1401367100002
2023-04-08,Wolves,Chelsea,1,0,H,1,0,H,P Bankes,9,13,4,1,14,10,8,8,2,5,0,0,2022-23,1.0,1.8,0.8,1.2,1.0,1.6,-0.1999999999999999,0.8,-0.8,7.0,4.0,3.0,4.2,3.5,1.91,28.0,39.0,-11.0,1877.56213379,1691.98669434,185.57543944999998
2023-04-09,Leeds,Crystal Palace,1,5,A,1,1,D,S Hooper,11,16,7,8,11,8,2,4,3,1,0,0,2022-23,1.8,2.0,1.4,0.6,1.6,0.6,1.2000000000000002,0.3999999999999999,0.7999999999999999,5.0,8.0,-3.0,2.1,3.4,3.6,29.0,30.0,-1.0,1712.44714355,1736.1973877,-23.75024415000007
2023-04-09,Liverpool,Arsenal,2,2,D,1,2,A,P Tierney,21,9,6,5,11,11,5,4,4,4,0,0,2022-23,2.0,1.0,1.4,3.6,0.8,3.0,-1.6,0.1999999999999999,-1.6,5.0,8.0,-3.0,2.88,3.6,2.38,43.0,72.0,-29.0,1925.94848633,1945.83642578,-19.887939449999976
2023-04-15,Aston Villa,Newcastle,3,0,H,1,0,H,J Brooks,16,8,6,2,13,15,7,2,1,1,0,0,2022-23,2.0,0.4,2.6,2.6,0.8,3.0,-0.6000000000000001,-0.4,-0.3999999999999999,7.0,7.0,0.0,3.6,3.4,2.05,47.0,56.0,-9.0,1801.51342773,1876.32397461,-74.81054687999995
2023-04-15,Chelsea,Brighton,1,2,A,1,1,D,R Jones,8,26,2,10,11,11,2,8,2,2,0,0,2022-23,1.0,1.2,1.0,1.8,1.4,1.6,-0.8,-0.1999999999999999,-0.6000000000000001,7.0,7.0,0.0,2.63,3.4,2.63,39.0,46.0,-7.0,1827.19384766,1826.64733887,0.5465087899999617
2023-04-15,Everton,Fulham,1,3,A,1,1,D,A Taylor,15,21,7,7,10,6,4,8,3,2,0,0,2022-23,1.2,1.4,1.2,0.8,2.0,0.2,0.3999999999999999,-0.6000000000000001,1.0,7.0,7.0,0.0,2.05,3.4,3.7,27.0,39.0,-12.0,1687.98425293,1710.90380859,-22.919555660000015
2023-04-15,Southampton,Crystal Palace,0,2,A,0,0,D,M Oliver,11,9,4,2,6,13,6,2,3,1,0,0,2022-23,0.8,2.0,0.4,1.6,1.6,1.2,-0.8,0.3999999999999999,-0.7999999999999999,7.0,6.0,1.0,2.8,3.1,2.7,23.0,33.0,-10.0,1652.02697754,1753.99755859,-101.97058104999996
2023-04-15,Tottenham,Bournemouth,2,3,A,1,1,D,A Madley,24,6,8,6,8,9,8,1,1,2,0,0,2022-23,1.8,1.4,1.6,0.8,1.2,1.8,1.0,0.1999999999999999,-0.1999999999999999,7.0,7.0,0.0,1.45,4.5,7.0,53.0,30.0,23.0,1851.72363281,1665.28271484,186.4409179700001
2023-04-15,Wolves,Brentford,2,0,H,1,0,H,P Tierney,11,10,9,3,12,8,5,2,1,1,0,0,2022-23,1.2,1.4,1.4,1.4,1.4,1.0,-0.1999999999999999,0.0,0.3999999999999999,7.0,7.0,0.0,2.45,3.1,3.0,31.0,43.0,-12.0,1717.95959473,1782.32702637,-64.36743164000018
2023-04-15,Man City,Leicester,3,1,H,3,0,H,D England,12,10,4,4,8,8,6,2,1,1,0,0,2022-23,3.0,0.6,3.0,0.8,1.8,0.2,2.2,-1.2000000000000002,2.8,7.0,7.0,0.0,1.14,8.5,15.0,67.0,25.0,42.0,2060.53149414,1722.06005859,338.47143555000025
2023-04-16,West Ham,Arsenal,2,2,D,1,2,A,D Coote,16,11,3,5,11,8,7,2,1,2,0,0,2022-23,0.8,2.0,1.4,3.2,1.2,2.6,-2.4000000000000004,0.8,-1.2000000000000002,8.0,7.0,1.0,6.0,4.2,1.55,30.0,73.0,-43.0,1635.66882324,1878.94750977,-243.27868652999996
2023-04-16,Nott'm Forest,Man United,0,2,A,0,1,A,S Hooper,6,22,0,8,9,9,4,9,2,2,0,0,2022-23,0.8,2.0,0.2,0.6,1.8,1.4,0.2,0.1999999999999999,-1.2,8.0,8.0,0.0,5.5,4.0,1.62,27.0,56.0,-29.0,1751.61779785,1946.84753418,-195.22973632999992
2023-04-17,Leeds,Liverpool,1,6,A,0,2,A,C Pawson,13,13,3,7,6,12,4,2,0,1,0,0,2022-23,2.0,2.8,1.4,2.0,1.4,1.0,0.0,1.4,0.3999999999999999,8.0,8.0,0.0,4.2,4.2,1.73,29.0,44.0,-15.0,1694.96582031,1925.25634766,-230.29052735000005
2023-04-21,Arsenal,Southampton,3,3,D,1,2,A,S Hooper,25,8,6,6,10,14,7,2,1,5,0,0,2022-23,3.0,1.2,2.2,0.8,2.4,0.2,2.2,-1.2,2.0,5.0,6.0,-1.0,1.2,7.0,13.0,74.0,23.0,51.0,1936.20410156,1635.83081055,300.37329101
2023-04-22,Fulham,Leeds,2,1,H,0,0,D,P Bankes,12,10,5,2,10,15,8,6,1,4,0,0,2022-23,1.2,2.0,0.6,1.8,3.6,1.2,-0.6000000000000001,-1.6,-0.6,7.0,5.0,2.0,2.3,3.4,3.1,42.0,29.0,13.0,1716.72583008,1680.00134277,36.72448730999986
2023-04-22,Brentford,Aston Villa,1,1,D,0,0,D,M Salisbury,6,14,5,2,12,8,8,4,3,2,0,0,2022-23,1.0,1.8,0.4,2.4,0.2,3.0,-1.4,1.6,-2.6,7.0,7.0,0.0,2.5,3.25,2.88,43.0,50.0,-7.0,1763.5690918,1810.03161621,-46.462524410000015
2023-04-22,Crystal Palace,Everton,0,0,D,0,0,D,J Brooks,12,10,2,5,12,14,8,1,1,1,0,1,2022-23,2.0,1.4,1.8,1.0,1.6,1.0,1.0,-0.2000000000000001,0.8,7.0,7.0,0.0,2.05,3.2,3.75,36.0,27.0,9.0,1756.86157227,1668.82995605,88.03161621999993
2023-04-22,Leicester,Wolves,2,1,H,1,1,D,A Madley,15,16,8,3,17,16,1,7,1,3,0,0,2022-23,0.8,1.8,0.2,1.4,1.4,1.4,-0.5999999999999999,0.4000000000000001,-1.2,7.0,7.0,0.0,2.38,3.3,3.0,25.0,34.0,-9.0,1713.68310547,1723.38537598,-9.702270509999835
2023-04-22,Liverpool,Nott'm Forest,3,2,H,0,0,D,M Oliver,18,11,6,5,9,12,9,3,0,1,0,0,2022-23,1.8,1.6,1.0,0.6,1.8,0.2,1.2000000000000002,-0.1999999999999999,0.8,5.0,6.0,-1.0,1.17,7.5,17.0,47.0,27.0,20.0,1926.88867188,1623.88769531,303.0009765699999
2023-04-23,Bournemouth,West Ham,0,4,A,0,3,A,A Taylor,17,18,5,10,7,8,8,5,1,2,0,0,2022-23,1.2,1.6,1.8,1.2,1.6,1.6,0.0,0.0,0.1999999999999999,8.0,7.0,1.0,2.88,3.2,2.55,33.0,31.0,2.0,1672.1394043,1757.16345215,-85.02404784999999
2023-04-23,Newcastle,Tottenham,6,1,H,5,0,H,D Coote,25,11,8,3,7,13,9,3,0,3,0,0,2022-23,2.2,1.2,2.4,2.2,1.8,1.6,0.0,-0.6000000000000001,0.7999999999999998,8.0,8.0,0.0,1.83,3.75,4.2,56.0,53.0,3.0,1854.47363281,1831.53466797,22.938964839999926
2023-04-25,Wolves,Crystal Palace,2,0,H,1,0,H,R Jones,9,14,3,4,13,14,6,11,5,4,0,0,2022-23,1.4,1.4,1.4,2.0,1.2,2.0,-0.6000000000000001,0.1999999999999999,-0.6000000000000001,3.0,3.0,0.0,2.45,3.2,3.0,34.0,37.0,-3.0,1716.23925781,1753.18127441,-36.94201659999999
2023-04-25,Aston Villa,Fulham,1,0,H,1,0,H,T Bramall,14,1,3,0,6,18,8,2,3,2,0,0,2022-23,2.0,0.4,2.6,1.2,1.6,1.2,0.8,-1.2000000000000002,1.4,3.0,3.0,0.0,1.75,4.0,4.2,51.0,45.0,6.0,1810.02209473,1722.50805664,87.51403808999999
2023-04-25,Leeds,Leicester,1,1,D,1,0,H,P Tierney,13,15,3,3,14,15,3,6,4,2,0,0,2022-23,1.2,3.6,0.6,1.0,1.8,0.6,0.1999999999999999,1.8,0.0,3.0,3.0,0.0,2.3,3.5,3.0,29.0,28.0,1.0,1674.21923828,1720.82922363,-46.60998534999999
2023-04-26,Nott'm Forest,Brighton,3,1,H,1,1,D,J Gillett,12,17,5,7,7,8,2,7,2,0,0,0,2022-23,0.8,2.0,0.2,1.8,1.2,2.0,-1.0,0.8,-1.8,4.0,11.0,-7.0,6.0,4.2,1.53,27.0,49.0,-22.0,1771.29333496,1928.48571777,-157.19238281000003
2023-04-26,Chelsea,Brentford,0,2,A,0,1,A,A Madley,15,7,4,1,5,13,5,2,1,2,0,0,2022-23,0.6,1.4,0.4,1.0,1.8,0.4,-0.4,-0.4000000000000001,0.0,11.0,4.0,7.0,1.7,4.0,4.75,39.0,44.0,-5.0,2057.96728516,1928.5925293,129.37475585999982
2023-04-26,West Ham,Liverpool,1,2,A,1,1,D,C Kavanagh,7,20,2,4,6,8,3,6,0,0,0,0,2022-23,1.8,1.4,2.0,2.4,1.8,1.6,-0.5999999999999999,-0.4000000000000001,0.3999999999999999,3.0,4.0,-1.0,3.9,3.9,1.85,34.0,50.0,-16.0,1622.29052734,1829.50939941,-207.2188720700001
2023-04-26,Man City,Arsenal,4,1,H,2,0,H,M Oliver,14,8,9,2,13,13,1,3,3,1,0,0,2022-23,2.8,0.6,3.0,3.0,1.8,1.8,-0.2000000000000001,-1.2000000000000002,1.2,11.0,5.0,6.0,1.55,4.5,5.25,70.0,75.0,-5.0,1804.6706543,1763.57873535,41.091918950000036
2023-04-27,Everton,Newcastle,1,4,A,0,1,A,A Marriner,13,15,5,8,8,6,3,14,2,1,0,0,2022-23,0.8,1.6,0.6,3.0,1.2,2.4,-2.2,0.4000000000000001,-1.7999999999999998,5.0,4.0,1.0,4.75,3.6,1.73,28.0,59.0,-31.0,1672.51037598,1868.48242188,-195.9720459
2023-04-27,Southampton,Bournemouth,0,1,A,0,0,D,D England,11,16,2,2,9,11,6,4,0,3,0,0,2022-23,1.4,2.6,0.4,1.2,1.8,1.8,0.1999999999999999,0.8,-1.4,6.0,4.0,2.0,2.25,3.4,3.2,24.0,33.0,-9.0,1643.44238281,1658.00964355,-14.567260739999938
2023-04-27,Tottenham,Man United,2,2,D,0,2,A,A Taylor,18,17,7,8,8,7,6,8,1,2,0,0,2022-23,1.8,2.8,1.0,1.0,0.4,2.0,0.8,2.4,-1.0,4.0,11.0,-7.0,2.8,3.6,2.4,53.0,59.0,-6.0,1817.52575684,1851.24658203,-33.720825189999914
2023-04-29,Crystal Palace,West Ham,4,3,H,3,2,H,C Pawson,16,8,6,4,9,17,8,5,1,2,0,0,2022-23,1.8,0.8,2.0,1.8,1.8,1.4,0.0,-1.0,0.6000000000000001,4.0,3.0,1.0,2.63,3.25,2.75,37.0,34.0,3.0,1741.75256348,1766.06311035,-24.310546870000053
2023-04-29,Brentford,Nott'm Forest,2,1,H,0,1,A,P Bankes,14,5,8,3,6,13,6,0,1,2,0,0,2022-23,0.8,1.2,0.8,1.2,2.0,0.6,-0.3999999999999999,-0.8,0.2,3.0,3.0,0.0,1.65,3.8,5.5,47.0,30.0,17.0,1778.25683594,1639.59765625,138.65917968999997
2023-04-29,Brighton,Wolves,6,0,H,4,0,H,D Coote,22,10,8,2,14,11,2,5,1,1,0,0,2022-23,1.8,1.8,1.4,1.4,0.6,2.0,0.4000000000000001,1.2000000000000002,-0.6000000000000001,3.0,4.0,-1.0,1.5,4.33,6.5,49.0,37.0,12.0,1812.20227051,1727.66784668,84.53442383000015
2023-04-30,Bournemouth,Leeds,4,1,H,2,1,H,C Kavanagh,12,15,7,6,12,14,2,6,1,0,0,0,2022-23,1.0,1.6,1.8,1.2,3.0,0.8,-0.1999999999999999,-1.4,1.0,3.0,5.0,-2.0,2.55,3.5,2.7,36.0,30.0,6.0,1666.98657227,1674.25036621,-7.2637939400001414
2023-04-30,Fulham,Man City,1,2,A,1,2,A,S Hooper,4,12,1,9,9,10,2,5,1,3,0,0,2022-23,1.2,1.2,1.2,3.2,0.8,3.0,-2.0,0.3999999999999999,-1.8,5.0,4.0,1.0,12.0,6.0,1.25,45.0,73.0,-28.0,1717.72265625,2064.57592773,-346.8532714799999
2023-04-30,Man United,Aston Villa,1,0,H,1,0,H,J Gillett,14,7,6,1,16,7,1,4,2,0,0,0,2022-23,1.4,0.8,2.0,1.8,0.4,2.6,-0.4000000000000001,0.4,-0.6000000000000001,3.0,5.0,-2.0,1.73,3.9,4.6,60.0,54.0,6.0,1851.63476562,1814.80749512,36.82727049999994
2023-04-30,Newcastle,Southampton,3,1,H,0,1,A,A Taylor,22,4,5,3,7,10,11,2,1,4,0,0,2022-23,3.4,1.4,2.4,0.8,2.2,0.2,2.6,-0.8000000000000003,2.2,3.0,3.0,0.0,1.3,5.25,10.0,62.0,24.0,38.0,1876.25109863,1634.46533203,241.7857666
2023-04-30,Liverpool,Tottenham,4,3,H,3,1,H,P Tierney,12,10,4,7,12,6,5,2,3,2,0,0,2022-23,2.6,1.2,2.2,1.6,2.6,1.0,1.0,-1.4,1.2000000000000002,4.0,3.0,1.0,1.53,4.5,5.75,53.0,54.0,-1.0,1933.71594238,1817.13769531,116.57824706999986
2023-05-01,Leicester,Everton,2,2,D,2,1,H,M Oliver,15,23,6,8,10,12,2,9,4,1,0,0,2022-23,1.0,1.6,0.8,0.6,2.0,0.4,0.4,-0.3999999999999999,0.4,6.0,4.0,2.0,2.0,3.5,3.75,29.0,28.0,1.0,1720.79797363,1664.74169922,56.05627440999979
2023-05-02,Arsenal,Chelsea,3,1,H,3,0,H,R Jones,16,7,10,4,10,10,7,2,0,2,0,0,2022-23,2.4,2.4,1.2,0.2,1.4,0.2,2.2,1.0,1.0,6.0,6.0,0.0,1.6,4.0,5.5,75.0,39.0,36.0,1921.98376465,1789.99243164,131.99133301000006
2023-05-03,Liverpool,Fulham,1,0,H,1,0,H,S Attwell,15,9,3,3,10,8,7,5,0,0,0,0,2022-23,3.4,1.8,2.6,1.2,1.2,1.2,2.2,0.6000000000000001,1.4,3.0,3.0,0.0,1.25,5.75,11.0,56.0,45.0,11.0,2066.55664062,1758.54016113,308.01647949000017
2023-05-03,Man City,West Ham,3,0,H,0,0,D,J Brooks,16,6,7,2,8,8,6,3,0,1,0,0,2022-23,3.4,1.0,3.0,2.2,1.6,1.4,1.1999999999999995,-0.6000000000000001,1.6,3.0,4.0,-1.0,1.2,7.0,13.0,76.0,34.0,42.0,1937.74694824,1715.74194336,222.0050048799999
2023-05-04,Brighton,Man United,1,0,H,0,0,D,A Marriner,22,16,6,5,10,14,8,6,4,4,0,0,2022-23,2.4,1.2,1.8,1.6,0.4,2.6,0.7999999999999998,0.7999999999999999,-0.8,5.0,4.0,1.0,1.95,3.5,3.75,52.0,63.0,-11.0,1824.46618652,1857.52453613,-33.05834960999982
2023-05-06,Bournemouth,Chelsea,1,3,A,1,1,D,J Brooks,10,11,4,5,9,11,7,7,1,3,0,0,2022-23,1.8,1.4,2.4,0.4,1.6,0.2,1.4,-0.2000000000000001,2.2,6.0,4.0,2.0,3.3,3.5,2.15,39.0,39.0,0.0,1679.01330566,1784.52539062,-105.51208496000004
2023-05-06,Man City,Leeds,2,1,H,2,0,H,A Madley,18,4,6,2,3,16,10,1,0,3,0,0,2022-23,3.2,0.8,3.0,1.0,3.6,0.2,2.2,-2.8,2.8,3.0,6.0,-3.0,1.17,8.5,15.0,79.0,30.0,49.0,2069.11499023,1662.22363281,406.89135741999985
2023-05-06,Tottenham,Crystal Palace,1,0,H,1,0,H,D England,8,7,3,2,15,14,8,4,3,5,0,0,2022-23,2.0,3.2,0.8,2.2,1.2,2.0,-0.2000000000000001,2.0,-1.2,6.0,7.0,-1.0,1.8,3.8,4.2,54.0,40.0,14.0,1813.10656738,1749.2755127,63.83105467999985
2023-05-06,Wolves,Aston Villa,1,0,H,1,0,H,S Attwell,6,16,2,3,20,9,5,6,3,3,0,0,2022-23,1.2,1.6,1.8,1.4,0.4,2.0,-0.1999999999999999,1.2000000000000002,-0.1999999999999999,7.0,6.0,1.0,2.88,3.3,2.5,37.0,54.0,-17.0,1715.40405273,1808.91772461,-93.51367187999995
2023-05-06,Liverpool,Brentford,1,0,H,1,0,H,A Taylor,15,5,5,1,19,10,7,3,4,2,0,0,2022-23,3.2,1.4,3.0,1.2,1.2,1.4,2.0,0.1999999999999999,1.6,3.0,7.0,-4.0,1.44,5.0,6.0,59.0,50.0,9.0,1940.13647461,1782.06506348,158.07141113000012
2023-05-07,Newcastle,Arsenal,0,2,A,0,1,A,C Kavanagh,12,10,5,6,16,12,9,4,2,1,0,0,2022-23,3.0,1.4,2.4,2.2,2.4,1.2,0.7999999999999998,-1.0,1.2,7.0,5.0,2.0,2.45,3.75,2.63,65.0,78.0,-13.0,1879.38903809,1927.45080566,-48.06176757000003
2023-05-07,West Ham,Man United,1,0,H,1,0,H,P Bankes,15,19,4,4,4,9,5,6,0,2,0,0,2022-23,2.0,2.2,0.8,1.4,0.6,2.0,0.6000000000000001,1.6,-1.2,4.0,3.0,1.0,3.4,3.75,2.05,34.0,63.0,-29.0,1755.98181152,1849.97033691,-93.98852538999995
2023-05-08,Fulham,Leicester,5,3,H,3,0,H,R Jones,17,18,7,9,13,15,2,7,0,3,0,0,2022-23,1.2,1.2,1.2,1.2,1.6,1.0,0.0,-0.4000000000000001,0.1999999999999999,5.0,7.0,-2.0,2.63,3.5,2.6,45.0,30.0,15.0,1713.35253906,1717.8963623,-4.543823239999938
2023-05-08,Brighton,Everton,1,5,A,0,3,A,S Hooper,23,10,5,5,11,13,15,1,1,5,0,0,2022-23,2.2,1.2,1.8,0.8,2.2,0.4,1.4,-1.0000000000000002,1.4,4.0,7.0,-3.0,1.33,5.25,9.0,55.0,29.0,26.0,1832.02038574,1667.64343262,164.37695311999983
2023-05-08,Nott'm Forest,Southampton,4,3,H,3,1,H,M Oliver,9,19,4,5,16,10,2,11,1,0,0,0,2022-23,1.2,2.0,0.6,1.0,2.6,0.2,0.1999999999999999,-0.6000000000000001,0.3999999999999999,9.0,8.0,1.0,2.1,3.6,3.4,30.0,24.0,6.0,1635.78942871,1631.32751465,4.461914060000026
2023-05-13,Southampton,Fulham,0,2,A,0,0,D,T Bramall,5,9,1,4,17,12,1,8,2,0,0,0,2022-23,1.4,2.6,0.2,1.6,1.6,1.2,-0.2000000000000001,1.0,-1.0,5.0,5.0,0.0,2.75,3.3,2.5,24.0,48.0,-24.0,1744.87902832,1670.32250977,74.55651855000019
2023-05-13,Chelsea,Nott'm Forest,2,2,D,0,1,A,P Tierney,14,11,6,2,13,15,2,5,3,1,0,0,2022-23,1.0,1.8,0.6,2.0,2.2,1.2,-1.0,-0.4000000000000001,-0.6,7.0,5.0,2.0,1.5,4.5,6.0,42.0,33.0,9.0,1841.63452148,1725.52087402,116.11364746000004
2023-05-13,Crystal Palace,Bournemouth,2,0,H,1,0,H,M Salisbury,17,5,5,0,5,12,11,2,0,2,0,0,2022-23,1.2,1.2,1.4,1.8,2.0,1.8,-0.6000000000000001,-0.8,-0.4000000000000001,7.0,7.0,0.0,1.83,3.6,4.2,40.0,39.0,1.0,1662.25305176,1868.69396973,-206.44091796999987
2023-05-13,Aston Villa,Tottenham,2,1,H,1,0,H,P Bankes,8,5,4,2,9,14,8,3,3,3,0,0,2022-23,1.0,0.6,1.4,1.8,3.0,0.8,-0.8,-2.4,0.5999999999999999,7.0,7.0,0.0,2.25,3.6,2.9,54.0,57.0,-3.0,1625.48022461,1723.70690918,-98.22668456999986
2023-05-13,Leeds,Newcastle,2,2,D,1,1,D,S Hooper,9,18,4,5,16,14,2,6,3,2,1,0,2022-23,1.0,3.0,0.2,2.6,1.6,1.8,-1.6,1.4,-1.6,7.0,6.0,1.0,4.33,4.2,1.7,30.0,65.0,-35.0,1794.84033203,1643.26086426,151.57946776999984
